"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"8243",8243,"629633019515699200","Ted Cruz","2015-08-07 05:39:44 -0700","Neutral","Newnan, GA","Quito","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8244",8244,"629633011475066880","Ted Cruz","2015-08-07 05:39:42 -0700","Neutral","","","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8245",8245,"629632706859659264","No candidate mentioned","2015-08-07 05:38:29 -0700","Negative","New York ","Eastern Time (US & Canada)","RT @monaeltahawy: #GOPDebates misogyny no surprise considering 10 men on a stage, pontificating about our bodies #WhereRWomen http://t.co/L…"
"8246",8246,"629632668557266944","Ted Cruz","2015-08-07 05:38:20 -0700","Neutral","Merritt Island, Fl","Quito","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8247",8247,"629632580141191168","Ted Cruz","2015-08-07 05:37:59 -0700","Neutral","georgia","","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8248",8248,"629632573229146112","Donald Trump","2015-08-07 05:37:58 -0700","Negative","Cairo/NYC","Eastern Time (US & Canada)","#GOPDebates misogyny no surprise considering 10 men on a stage, pontificating about our bodies #WhereRWomen http://t.co/Ldg62Y65S5"
"8249",8249,"629632380274393088","Ted Cruz","2015-08-07 05:37:12 -0700","Positive","Missouri","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8250",8250,"629631918498291712","No candidate mentioned","2015-08-07 05:35:22 -0700","Negative","New York, New York","Eastern Time (US & Canada)","RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage."
"8251",8251,"629631408290410496","Donald Trump","2015-08-07 05:33:20 -0700","Positive","Fort Worth, TX","","RT @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! #GopDebates"
"8252",8252,"629631319107092480","Donald Trump","2015-08-07 05:32:59 -0700","Negative","New York, New York","Eastern Time (US & Canada)","RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31"
"8253",8253,"629631288278913024","Donald Trump","2015-08-07 05:32:51 -0700","Negative","New York, Vail, Italy","Eastern Time (US & Canada)","The @realDonaldTrump should have asked @megynkelly ""ask these 9 candidates if THEY would support ME when I win the nomination"" #GOPdebates"
"8254",8254,"629631168825159680","Donald Trump","2015-08-07 05:32:23 -0700","Neutral","","","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8255",8255,"629630721934503936","Ted Cruz","2015-08-07 05:30:36 -0700","Positive","Kansas","Central Time (US & Canada)","RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!!   #GOPDebates http://t.co/8S67pz8a4A"
"8256",8256,"629630425955205120","No candidate mentioned","2015-08-07 05:29:26 -0700","Neutral","USA","Eastern Time (US & Canada)","CNN: Republican presidential debate: 8 takeaways http://t.co/M5TvrnAi44 #GOPdebates"
"8257",8257,"629630335953805312","No candidate mentioned","2015-08-07 05:29:04 -0700","Negative","mis-placed Texan","","RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
"8258",8258,"629630254592708608","No candidate mentioned","2015-08-07 05:28:45 -0700","Neutral","Austin, TX","Central Time (US & Canada)","How Hillary Clinton trolled the candidates during the #GOPdebates http://t.co/XQYZANlVAO"
"8259",8259,"629630248745893888","No candidate mentioned","2015-08-07 05:28:43 -0700","Negative","New York","Eastern Time (US & Canada)","Winner Of Both #GOPDebates PolitiFact - Pants On Fire - False - Mostly False - Half True"
"8260",8260,"629629972123025408","Mike Huckabee","2015-08-07 05:27:37 -0700","Negative","","Tokyo","RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
"8261",8261,"629629969405227008","Jeb Bush","2015-08-07 05:27:37 -0700","Negative","New York, New York","Eastern Time (US & Canada)","RT @SeeThroughFruit: Jeb Bush more like please just stop #GOPDebates"
"8262",8262,"629629664978321408","Ted Cruz","2015-08-07 05:26:24 -0700","Positive","","Arizona","RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!!   #GOPDebates http://t.co/8S67pz8a4A"
"8263",8263,"629629140652699648","No candidate mentioned","2015-08-07 05:24:19 -0700","Negative","ÜT: 41.7486647,-87.5779402","Central Time (US & Canada)","RT @Joy__Hart: The morning Joe crowd is giving Fiorina a false sense of intelligence. She is Sarah Palin with lighter hair #gopdebates"
"8264",8264,"629628890747662336","Ted Cruz","2015-08-07 05:23:20 -0700","Positive","Missouri","Central Time (US & Canada)","RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!!   #GOPDebates http://t.co/8S67pz8a4A"
"8265",8265,"629628846375985152","No candidate mentioned","2015-08-07 05:23:09 -0700","Neutral","Greece","Arizona","RT @Swoldemort: Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC"
"8266",8266,"629628816747532288","No candidate mentioned","2015-08-07 05:23:02 -0700","Neutral","Brooklyn, N.Y.","Eastern Time (US & Canada)","RT @MadisonSiriusXM: Did you watch the Republican debate? #JoeMadison #SiriusXM #BlackEagle #GOPDebates http://t.co/GatXZ7ypJD"
"8267",8267,"629628734165782528","Donald Trump","2015-08-07 05:22:42 -0700","Negative","Greece","Arizona","RT @Swoldemort: Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates"
"8268",8268,"629628217335394304","No candidate mentioned","2015-08-07 05:20:39 -0700","Negative","Pennsylvania","Eastern Time (US & Canada)","The morning Joe crowd is giving Fiorina a false sense of intelligence. She is Sarah Palin with lighter hair #gopdebates"
"8269",8269,"629627825851494400","Donald Trump","2015-08-07 05:19:06 -0700","Negative","Chicago ","Mountain Time (US & Canada)","Using Trump to troll liberals may be my new favorite thing!!!! #GOPDebates"
"8270",8270,"629627795073859584","No candidate mentioned","2015-08-07 05:18:58 -0700","Positive","","","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8271",8271,"629627646616338432","No candidate mentioned","2015-08-07 05:18:23 -0700","Negative","Colorado","","Any SANE person was impressed w/the Quality of the Moderators at #GOPDebates. But Agenda Driven Haters gotta HATE.  https://t.co/3dc47McBht"
"8272",8272,"629627451681939456","No candidate mentioned","2015-08-07 05:17:37 -0700","Negative","Massachusetts, USA","","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8273",8273,"629627060936257536","No candidate mentioned","2015-08-07 05:16:03 -0700","Neutral","Washington, DC","Eastern Time (US & Canada)","Did you watch the Republican debate? #JoeMadison #SiriusXM #BlackEagle #GOPDebates http://t.co/GatXZ7ypJD"
"8274",8274,"629626793478234112","Ted Cruz","2015-08-07 05:15:00 -0700","Positive","","Quito","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8275",8275,"629626577492574208","No candidate mentioned","2015-08-07 05:14:08 -0700","Negative","Chicago, IL","Central Time (US & Canada)","RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage."
"8276",8276,"629626470042734592","No candidate mentioned","2015-08-07 05:13:43 -0700","Positive","Austin, Texas","","RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
"8277",8277,"629626165347622912","No candidate mentioned","2015-08-07 05:12:30 -0700","Positive","","Eastern Time (US & Canada)","@kimguilfoyle I'm getting Fiorina yard signs! #GOPDebates"
"8278",8278,"629626034573303808","No candidate mentioned","2015-08-07 05:11:59 -0700","Negative","","","RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
"8279",8279,"629625894139727872","No candidate mentioned","2015-08-07 05:11:25 -0700","Negative","","Eastern Time (US & Canada)","Two great political comedy acts in one night - the last of #JonStewart and the #GOPDebates #tears"
"8280",8280,"629625669903736832","Donald Trump","2015-08-07 05:10:32 -0700","Negative","Mid West America","Eastern Time (US & Canada)","RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…"
"8281",8281,"629625517474381824","No candidate mentioned","2015-08-07 05:09:55 -0700","Neutral","Des Moines, IA, USA","Quito","Who won the #GOPDebates last night? TWO Polls for you today... CLICK to take part http://t.co/FgYREb60Be @WHORadio #iacaucus #tcot #freedom"
"8282",8282,"629625471886430208","No candidate mentioned","2015-08-07 05:09:45 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8283",8283,"629624740936855552","No candidate mentioned","2015-08-07 05:06:50 -0700","Positive","Arkansas, USA","Pacific Time (US & Canada)","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8284",8284,"629624547759755264","Jeb Bush","2015-08-07 05:06:04 -0700","Negative","","London","RT @jaret2113: Jeb could whoop Trumps ass in corn hole. #gopdebates"
"8285",8285,"629624526050037760","Jeb Bush","2015-08-07 05:05:59 -0700","Negative","","London","RT @jaret2113: I'll bet George W. can drink Jeb under the table...like embarrassingly!!!!! #gopdebates"
"8286",8286,"629624506613673984","Rand Paul","2015-08-07 05:05:54 -0700","Negative","","London","RT @jaret2113: Rand Paul - this is what Justin Timberlake will look like in 10 years. #gopdebates"
"8287",8287,"629624466541142016","Donald Trump","2015-08-07 05:05:45 -0700","Negative","Fly Over Country","Mountain Time (US & Canada)","@foxandfriends @megynkelly made @CandyCrowley look professional with her vicious attacks on @realDonaldTrump. So biased! #GOPDebates"
"8288",8288,"629623917070565376","Donald Trump","2015-08-07 05:03:34 -0700","Neutral","","Asia/Muscat","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8289",8289,"629623557073584128","Donald Trump","2015-08-07 05:02:08 -0700","Neutral","","","“Are We Being Punk’d?” Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/0yX61vKDtm"
"8290",8290,"629623533182783488","John Kasich","2015-08-07 05:02:02 -0700","Neutral","Washington, DC","Eastern Time (US & Canada)","#MedicaidWorks #GOPDebates RT @JHWeissmann: John Kasich should be Medicaid's new spokesman http://t.co/4rilCTnGSA"
"8291",8291,"629623393680277504","Rand Paul","2015-08-07 05:01:29 -0700","Neutral","Naples, FL USA","Eastern Time (US & Canada)","@kimguilfoyle Rand Paul gave the most unscripted performance and Carly Fiorina did the same in the first in #GOPDebates"
"8292",8292,"629623353481912320","Jeb Bush","2015-08-07 05:01:19 -0700","Negative","Somewhere, U.S.A.","Mountain Time (US & Canada)","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8293",8293,"629623242475573248","No candidate mentioned","2015-08-07 05:00:53 -0700","Neutral","","","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8294",8294,"629623222242291712","Donald Trump","2015-08-07 05:00:48 -0700","Negative","USA/UK","London","RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…"
"8295",8295,"629623151736041472","No candidate mentioned","2015-08-07 05:00:31 -0700","Neutral","Cleveland Ohio ","","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8296",8296,"629623147298336768","Donald Trump","2015-08-07 05:00:30 -0700","Positive","Iowa","","RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…"
"8297",8297,"629622900379791360","No candidate mentioned","2015-08-07 04:59:31 -0700","Negative","","","RT @TenSecondCynic: Fox News didn't ask one of the #GOPDebates candidates what they planned to do about Mall Walkers."
"8298",8298,"629622868909756416","Ted Cruz","2015-08-07 04:59:24 -0700","Positive","Florida","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8299",8299,"629622732980772864","No candidate mentioned","2015-08-07 04:58:52 -0700","Negative","Fly Over Country","Mountain Time (US & Canada)","@marilynarndt @princeofbordue1 I think @megynkelly was vicious and very unprofessional last night. She lost me also. #GOPDebates #PJNET"
"8300",8300,"629622654782304256","No candidate mentioned","2015-08-07 04:58:33 -0700","Negative","","","RT @RWSurferGirl: We the American people pick the next President of United States not FOX News <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8301",8301,"629622593998450688","Ted Cruz","2015-08-07 04:58:18 -0700","Positive","USA","","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8302",8302,"629622547592523776","Ted Cruz","2015-08-07 04:58:07 -0700","Neutral","Pasadena, TX","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8303",8303,"629622539208257536","John Kasich","2015-08-07 04:58:05 -0700","Positive","Dallas & Lyme & New London","Central Time (US & Canada)","@kimguilfoyle #GOPDebates #RoadTo2016 Kasich showed well .. But frankly too many folks up there to truly 'learn' who&amp;what they were about"
"8304",8304,"629622312946528256","Scott Walker","2015-08-07 04:57:11 -0700","Positive","","","@kimguilfoyle #GOPDebates  Walker. Christie and Trump"
"8305",8305,"629622211918237696","No candidate mentioned","2015-08-07 04:56:47 -0700","Neutral","Alexandria, VA","","@kimguilfoyle Mine was @CarlyFiorina, and there was not a close 2nd. #GOPDebates"
"8306",8306,"629622198945357824","Donald Trump","2015-08-07 04:56:44 -0700","Positive","Light and dark, form and void","","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8307",8307,"629622166842175488","Ted Cruz","2015-08-07 04:56:37 -0700","Neutral","","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8308",8308,"629621985920851968","Donald Trump","2015-08-07 04:55:53 -0700","Positive","blue state of moochers---NJ","","#RNC needs those #Trump2016 voters to win gen elect- without them hiliary is next pres. #GOPDebates #FoxNews. Be Fair-bench MW &amp; @megynkelly"
"8309",8309,"629621967180705792","Donald Trump","2015-08-07 04:55:49 -0700","Positive","","Atlantic Time (Canada)","RT @kwrcrow: Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/n…"
"8310",8310,"629621873395961856","No candidate mentioned","2015-08-07 04:55:27 -0700","Positive","Odessa Texas","","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8311",8311,"629621779774877696","Donald Trump","2015-08-07 04:55:04 -0700","Positive","","","""@kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016""TRUMP baby!"
"8312",8312,"629621692965371904","Donald Trump","2015-08-07 04:54:44 -0700","Positive","Fly Over Country","Mountain Time (US & Canada)","Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/nDu4EO1VRX"
"8313",8313,"629621593975746560","No candidate mentioned","2015-08-07 04:54:20 -0700","Positive","","","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8314",8314,"629621558923780096","Ted Cruz","2015-08-07 04:54:12 -0700","Positive","Riverbanks Zoo, Columbia, SC","Eastern Time (US & Canada)","Ted Cruz and Carly RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8315",8315,"629621356565377024","No candidate mentioned","2015-08-07 04:53:23 -0700","Neutral","United States","Eastern Time (US & Canada)","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8316",8316,"629621353000366080","No candidate mentioned","2015-08-07 04:53:23 -0700","Positive","Coney Island Brooklyn New York","Eastern Time (US & Canada)","RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8317",8317,"629621295005728768","Ted Cruz","2015-08-07 04:53:09 -0700","Positive","USA","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8318",8318,"629621290765275136","No candidate mentioned","2015-08-07 04:53:08 -0700","Positive","New York","Quito","Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016"
"8319",8319,"629621271987363840","Ted Cruz","2015-08-07 04:53:03 -0700","Positive","","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8320",8320,"629620842771537920","Donald Trump","2015-08-07 04:51:21 -0700","Negative","","Mountain Time (US & Canada)","RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…"
"8321",8321,"629620840406089728","Donald Trump","2015-08-07 04:51:20 -0700","Positive","Canada ","Eastern Time (US & Canada)","RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…"
"8322",8322,"629620836799000576","Ted Cruz","2015-08-07 04:51:19 -0700","Positive","","","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8323",8323,"629620762777772032","Ted Cruz","2015-08-07 04:51:02 -0700","Neutral","Central Iowa, USA","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8324",8324,"629620759069986816","Donald Trump","2015-08-07 04:51:01 -0700","Negative","Fly Over Country","Mountain Time (US & Canada)","When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/oeilPvkKbE"
"8325",8325,"629620337647480832","No candidate mentioned","2015-08-07 04:49:20 -0700","Negative","everywhere","","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8326",8326,"629620131308695552","No candidate mentioned","2015-08-07 04:48:31 -0700","Negative","","","#GOPDebates was the bachelor on foxtv.last night"
"8327",8327,"629618853190963200","Chris Christie","2015-08-07 04:43:27 -0700","Negative","","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8328",8328,"629618772685406208","Chris Christie","2015-08-07 04:43:07 -0700","Negative","In Bikini Bottom w/ SpongeBob","Pacific Time (US & Canada)","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8329",8329,"629618440383414272","No candidate mentioned","2015-08-07 04:41:48 -0700","Negative","Columbus, OH","Eastern Time (US & Canada)","The #GOPDebates Showed How @FoxNews Enforces #Republican Orthodoxy http://t.co/IHNwy8DgCm via @HuffPostPol #rhetoric #politics #journalusm"
"8330",8330,"629618248137482240","Ted Cruz","2015-08-07 04:41:02 -0700","Neutral","","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8331",8331,"629617374371557376","Ben Carson","2015-08-07 04:37:34 -0700","Negative","SoCal","Pacific Time (US & Canada)","RT @HellyerE: @IngrahamAngle @niceninja @RealBenCarson Iol noticed in neither #GOPDebates~ not one person jumped up &amp; yelled #YOULIE Juxtap…"
"8332",8332,"629617239910563840","Ben Carson","2015-08-07 04:37:02 -0700","Positive","Don't mess with Texas","","@IngrahamAngle @niceninja @RealBenCarson Iol noticed in neither #GOPDebates~ not one person jumped up &amp; yelled #YOULIE Juxtapose DemocRats"
"8333",8333,"629617118644862976","Ted Cruz","2015-08-07 04:36:33 -0700","Neutral","Johnson City, Tn","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8334",8334,"629616557061210112","Ted Cruz","2015-08-07 04:34:19 -0700","Positive","TN","","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8335",8335,"629616486529781760","Donald Trump","2015-08-07 04:34:02 -0700","Negative","","","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8336",8336,"629616447283687424","No candidate mentioned","2015-08-07 04:33:53 -0700","Negative","","Atlantic Time (Canada)","RT @RWSurferGirl: We the American people pick the next President of United States not FOX News <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8337",8337,"629616363183710208","Ted Cruz","2015-08-07 04:33:33 -0700","Positive","","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8338",8338,"629616286905970688","No candidate mentioned","2015-08-07 04:33:15 -0700","Negative","","","RT @LemonMeringue19: Intelligence, class and charm are no longer requirements for the presidency, I guess. #GOPDebates"
"8339",8339,"629616267478073344","Ted Cruz","2015-08-07 04:33:10 -0700","Positive","Afgruberstan","Auckland","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8340",8340,"629616196497772544","Ted Cruz","2015-08-07 04:32:53 -0700","Positive","Texas","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8341",8341,"629616171562741760","Ted Cruz","2015-08-07 04:32:47 -0700","Positive","","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8342",8342,"629616161504763904","No candidate mentioned","2015-08-07 04:32:45 -0700","Negative","Illinois","Central Time (US & Canada)","RT @RWSurferGirl: We the American people pick the next President of United States not FOX News <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8343",8343,"629616155540516864","No candidate mentioned","2015-08-07 04:32:43 -0700","Negative","Kansas, USA","Pacific Time (US & Canada)","RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu"
"8344",8344,"629615721018982400","Ben Carson","2015-08-07 04:31:00 -0700","Positive","","","RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio."
"8345",8345,"629615581549993984","Ted Cruz","2015-08-07 04:30:26 -0700","Positive","America The Borderless ","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8346",8346,"629615241811378176","No candidate mentioned","2015-08-07 04:29:05 -0700","Neutral","Pennsylvania","Pacific Time (US & Canada)","RT @fieldnegro: So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates"
"8347",8347,"629614833042718720","Ted Cruz","2015-08-07 04:27:28 -0700","Neutral","Quite Villiage,Texas","America/Chicago","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8348",8348,"629614546114621440","Ted Cruz","2015-08-07 04:26:20 -0700","Positive","oz","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8349",8349,"629614181180919808","Ted Cruz","2015-08-07 04:24:53 -0700","Positive","Almost Heaven WV, USA","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8350",8350,"629614049454485504","Ted Cruz","2015-08-07 04:24:21 -0700","Positive","A R I Z O N A","Arizona","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8351",8351,"629613894445699072","Donald Trump","2015-08-07 04:23:44 -0700","Negative","Pennsylvania","Pacific Time (US & Canada)","RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates"
"8352",8352,"629613750354472960","Ted Cruz","2015-08-07 04:23:10 -0700","Positive","Tampa, Fl,Washington DC","Eastern Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8353",8353,"629613636730773504","No candidate mentioned","2015-08-07 04:22:43 -0700","Neutral","All 48 states","","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8354",8354,"629613629998903296","Donald Trump","2015-08-07 04:22:41 -0700","Negative","ÜT: 41.97754,-87.90687","Central Time (US & Canada)","RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31"
"8355",8355,"629612768375640064","Ted Cruz","2015-08-07 04:19:16 -0700","Positive","Louisiana","Central Time (US & Canada)","RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8356",8356,"629612706685808640","Donald Trump","2015-08-07 04:19:01 -0700","Neutral","Doylestown, Pa.","Atlantic Time (Canada)","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8357",8357,"629612644610232320","Chris Christie","2015-08-07 04:18:46 -0700","Negative","NE - DC area - U.S.","Central Time (US & Canada)","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8358",8358,"629612022381039616","Jeb Bush","2015-08-07 04:16:18 -0700","Neutral","Caribbean","Central Time (US & Canada)","The #GOPDebates are all about Jeb. Get use to it.  https://t.co/bjEnX16UB1"
"8359",8359,"629612020946472960","No candidate mentioned","2015-08-07 04:16:18 -0700","Negative","All 48 states","","RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8360",8360,"629611942412447744","Donald Trump","2015-08-07 04:15:59 -0700","Neutral","Getting out of NY","Eastern Time (US & Canada)","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8361",8361,"629611648295260160","Donald Trump","2015-08-07 04:14:49 -0700","Negative","USA","Central Time (US & Canada)","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8362",8362,"629611573145927680","Chris Christie","2015-08-07 04:14:31 -0700","Negative","Garden City Beach via L.A. ","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8363",8363,"629611266080919552","No candidate mentioned","2015-08-07 04:13:18 -0700","Positive","Toronto, Canada","","1 bright light in last evening #GOPDebates. Hope @CarlyFiorina will soften position on #IranDeal. Optimism instead. https://t.co/3Wz2hAAgk8"
"8364",8364,"629611008642953216","No candidate mentioned","2015-08-07 04:12:16 -0700","Negative","Florida","Atlantic Time (Canada)","RT @CamelotGypsy: @maddow So while everyone was watching #GOPDebates &amp; #DebateWithBernie -- @SenSchumer does a Fri night news dump on a Thu…"
